Latitude,Longitude,DryYield,Crop,Time,Heading,Variety,Elevation,sample_id
-31.60128516,117.4897737,0.366,5,11/12/2020 9:45,179.9,43Y23 RR,271.55,bf66_sample_3
-31.60298804,117.4899013,0.184,5,11/12/2020 9:46,359.9,43Y23 RR,272.61,bf66_sample_3
-31.60095365,117.4899009,0.35,5,11/12/2020 9:47,0.2,43Y23 RR,271.44,bf66_sample_3
-31.59879773,117.4899005,0.332,5,11/12/2020 9:49,360.0,43Y23 RR,273.5,bf66_sample_3
-31.59674456,117.4899,0.304,5,11/12/2020 9:50,359.3,43Y23 RR,276.63,bf66_sample_3
-31.59471309,117.4899005,0.354,5,11/12/2020 9:51,360.0,43Y23 RR,275.39,bf66_sample_3
-31.59271162,117.4899004,0.717,5,11/12/2020 9:53,359.8,43Y23 RR,269.81,bf66_sample_3
-31.59194849,117.4902799,0.392,5,11/12/2020 9:54,180.1,43Y23 RR,267.6,bf66_sample_3
-31.59386848,117.4902799,0.566,5,11/12/2020 9:55,180.1,43Y23 RR,272.4,bf66_sample_3
-31.59581187,117.4902797,0.463,5,11/12/2020 9:57,180.2,43Y23 RR,277.31,bf66_sample_3
-31.597843,117.4902795,0.375,5,11/12/2020 9:58,180.4,43Y23 RR,275.83,bf66_sample_3
-31.59996968,117.4902799,0.3,5,11/12/2020 9:59,180.1,43Y23 RR,272.34,bf66_sample_3
-31.60208268,117.4902799,0.366,5,11/12/2020 10:01,179.9,43Y23 RR,272.05,bf66_sample_3
-31.60249033,117.4904069,0.201,5,11/12/2020 10:02,0.6,43Y23 RR,271.87,bf66_sample_3
-31.6004979,117.4904063,0.321,5,11/12/2020 10:03,0.0,43Y23 RR,271.95,bf66_sample_3
-31.59846376,117.4904061,0.269,5,11/12/2020 10:05,359.6,43Y23 RR,274.9,bf66_sample_3
-31.59644061,117.4904065,0.364,5,11/12/2020 10:06,0.2,43Y23 RR,277.53,bf66_sample_3
-31.59443166,117.4904061,0.529,5,11/12/2020 10:07,359.7,43Y23 RR,274.55,bf66_sample_3
-31.59252562,117.4904063,0.738,5,11/12/2020 10:09,0.1,43Y23 RR,269.09,bf66_sample_3
-31.59220465,117.4907857,0.5,5,11/12/2020 10:10,179.9,43Y23 RR,268.8,bf66_sample_3
-31.59419802,117.490786,0.532,5,11/12/2020 10:11,179.8,43Y23 RR,273.71,bf66_sample_3
-31.59619977,117.4907858,0.604,5,11/12/2020 10:13,180.0,43Y23 RR,277.87,bf66_sample_3
-31.59823917,117.4907858,0.333,5,11/12/2020 10:14,179.9,43Y23 RR,275.85,bf66_sample_3
-31.60041119,117.4907858,0.442,5,11/12/2020 10:15,180.1,43Y23 RR,272.41,bf66_sample_3
-31.60252694,117.4907851,0.334,5,11/12/2020 10:17,181.1,43Y23 RR,271.06,bf66_sample_3
-31.6025732,117.4909407,0.282,5,11/12/2020 10:18,250.8,43Y23 RR,270.61,bf66_sample_3
-31.60259205,117.4906966,0.0,5,11/12/2020 10:19,187.1,43Y23 RR,271.03,bf66_sample_3
-31.60051092,117.4909121,0.523,5,11/12/2020 10:21,359.8,43Y23 RR,272.31,bf66_sample_3
-31.5984083,117.4909123,0.364,5,11/12/2020 10:22,0.1,43Y23 RR,275.67,bf66_sample_3
-31.59626596,117.4909121,0.607,5,11/12/2020 10:24,0.3,43Y23 RR,277.97,bf66_sample_3
-31.6022152,117.4891419,0.322,5,11/12/2020 9:35,180.3,43Y23 RR,272.84,bf66_sample_3
-31.60204102,117.4895214,0.33,5,11/12/2020 9:37,359.9,43Y23 RR,272.71,bf66_sample_3
-31.59984268,117.4895214,0.323,5,11/12/2020 9:38,1.0,43Y23 RR,271.45,bf66_sample_3
-31.59764813,117.4895207,0.622,5,11/12/2020 9:39,359.8,43Y23 RR,274.69,bf66_sample_3
-31.5954834,117.489521,0.43,5,11/12/2020 9:41,359.9,43Y23 RR,276.47,bf66_sample_3
-31.59330851,117.4895212,0.214,5,11/12/2020 9:42,359.8,43Y23 RR,271.88,bf66_sample_3
-31.59186606,117.4896478,0.26,5,11/12/2020 9:46,180.0,43Y23 RR,267.9,bf66_sample_3
-31.59370347,117.4896478,0.434,5,11/12/2020 9:47,179.9,43Y23 RR,272.69,bf66_sample_3
-31.59576943,117.4896477,0.392,5,11/12/2020 9:49,180.1,43Y23 RR,276.66,bf66_sample_3
-31.5979317,117.4896478,0.337,5,11/12/2020 9:50,180.2,43Y23 RR,274.52,bf66_sample_3
-31.6001336,117.4896477,0.273,5,11/12/2020 9:51,180.2,43Y23 RR,271.5,bf66_sample_3
-31.60233193,117.489648,0.377,5,11/12/2020 9:53,180.0,43Y23 RR,272.73,bf66_sample_3
-31.60191463,117.4900273,0.51,5,11/12/2020 9:54,0.2,43Y23 RR,272.37,bf66_sample_3
-31.59980469,117.490027,0.333,5,11/12/2020 9:56,359.9,43Y23 RR,272.28,bf66_sample_3
-31.59764844,117.4900273,0.416,5,11/12/2020 9:57,359.9,43Y23 RR,275.65,bf66_sample_3
-31.59552523,117.490027,0.716,5,11/12/2020 9:58,0.1,43Y23 RR,276.83,bf66_sample_3
-31.59349465,117.490027,0.509,5,11/12/2020 10:00,0.0,43Y23 RR,271.88,bf66_sample_3
-31.59156638,117.4900916,0.262,5,11/12/2020 10:01,175.3,43Y23 RR,266.96,bf66_sample_3
-31.59350063,117.4901533,0.58,5,11/12/2020 10:02,180.1,43Y23 RR,271.54,bf66_sample_3
-31.5955764,117.4901536,0.612,5,11/12/2020 10:04,180.2,43Y23 RR,277.09,bf66_sample_3
-31.59767525,117.4901536,0.471,5,11/12/2020 10:05,180.3,43Y23 RR,276.07,bf66_sample_3
-31.59983227,117.4901534,0.299,5,11/12/2020 10:06,179.9,43Y23 RR,272.53,bf66_sample_3
-31.6020188,117.490154,0.515,5,11/12/2020 10:08,179.9,43Y23 RR,272.23,bf66_sample_3
-31.60266006,117.4905518,0.662,5,11/12/2020 10:09,34.4,43Y23 RR,271.63,bf66_sample_3
-31.60140128,117.4905331,0.357,5,11/12/2020 10:11,0.1,43Y23 RR,272.09,bf66_sample_3
-31.59942369,117.4905324,0.494,5,11/12/2020 10:12,359.9,43Y23 RR,273.5,bf66_sample_3
-31.59740791,117.4905326,0.4,5,11/12/2020 10:14,360.0,43Y23 RR,276.88,bf66_sample_3
-31.59528883,117.4905324,0.652,5,11/12/2020 10:15,359.8,43Y23 RR,276.96,bf66_sample_3
-31.59323482,117.4905326,0.425,5,11/12/2020 10:16,0.1,43Y23 RR,271.32,bf66_sample_3
-31.59181719,117.4906592,0.944,5,11/12/2020 10:18,179.8,43Y23 RR,267.72,bf66_sample_3
-31.59382788,117.4906592,0.637,5,11/12/2020 10:19,180.1,43Y23 RR,272.62,bf66_sample_3
-31.59577311,117.4906592,0.646,5,11/12/2020 10:20,179.9,43Y23 RR,277.67,bf66_sample_3
-31.59781849,117.4906594,0.467,5,11/12/2020 10:22,179.9,43Y23 RR,276.61,bf66_sample_3
-31.59994425,117.4906596,0.388,5,11/12/2020 10:23,179.8,43Y23 RR,273.04,bf66_sample_3
-31.60213814,117.4906599,0.269,5,11/12/2020 10:24,180.4,43Y23 RR,271.9,bf66_sample_3
-31.60120489,117.4910389,0.356,5,11/12/2020 10:26,0.2,43Y23 RR,271.83,bf66_sample_3
-31.59924277,117.4910387,0.742,5,11/12/2020 10:27,0.5,43Y23 RR,274.36,bf66_sample_3
-31.59368019,117.4909123,0.587,5,11/12/2020 10:25,359.9,43Y23 RR,272.85,bf66_sample_3
-31.59180355,117.4909126,0.928,5,11/12/2020 10:27,0.4,43Y23 RR,267.83,bf66_sample_3
-31.59278424,117.4912914,0.714,5,11/12/2020 10:28,180.2,43Y23 RR,270.99,bf66_sample_3
-31.59477867,117.4912914,0.641,5,11/12/2020 10:30,179.7,43Y23 RR,276.05,bf66_sample_3
-31.59660469,117.4912918,0.453,5,11/12/2020 10:31,179.6,43Y23 RR,278.36,bf66_sample_3
-31.59872695,117.4912922,0.398,5,11/12/2020 10:32,178.9,43Y23 RR,275.58,bf66_sample_3
-31.60086281,117.4912923,0.432,5,11/12/2020 10:34,178.8,43Y23 RR,271.86,bf66_sample_3
-31.60293764,117.4913121,0.208,5,11/12/2020 10:35,179.5,43Y23 RR,269.82,bf66_sample_3
-31.60188415,117.4914179,0.42,5,11/12/2020 10:36,0.0,43Y23 RR,270.2,bf66_sample_3
-31.59977313,117.491419,0.493,5,11/12/2020 10:38,1.1,43Y23 RR,273.58,bf66_sample_3
-31.59763971,117.4914181,0.342,5,11/12/2020 10:39,359.7,43Y23 RR,277.61,bf66_sample_3
-31.59548371,117.4914179,0.763,5,11/12/2020 10:40,359.7,43Y23 RR,277.42,bf66_sample_3
-31.59366594,117.4914181,0.407,5,11/12/2020 10:42,0.0,43Y23 RR,273.75,bf66_sample_3
-31.59177322,117.4914179,0.681,5,11/12/2020 10:43,0.2,43Y23 RR,268.0,bf66_sample_3
-31.59313722,117.4917978,0.708,5,11/12/2020 10:45,179.4,43Y23 RR,271.96,bf66_sample_3
-31.59509917,117.4917974,0.697,5,11/12/2020 10:46,180.4,43Y23 RR,276.29,bf66_sample_3
-31.59704713,117.4917969,0.378,5,11/12/2020 10:47,180.1,43Y23 RR,278.89,bf66_sample_3
-31.59916111,117.4917974,0.552,5,11/12/2020 10:48,179.3,43Y23 RR,275.18,bf66_sample_3
-31.60128777,117.491797,0.343,5,11/12/2020 10:50,180.1,43Y23 RR,270.51,bf66_sample_3
-31.60309007,117.4919256,0.22,5,11/12/2020 10:51,359.8,43Y23 RR,268.73,bf66_sample_3
-31.60086909,117.491924,0.21,5,11/12/2020 10:53,0.2,43Y23 RR,271.17,bf66_sample_3
-31.59870474,117.4919237,0.589,5,11/12/2020 10:54,359.6,43Y23 RR,276.08,bf66_sample_3
-31.59658462,117.4919238,0.317,5,11/12/2020 10:55,359.7,43Y23 RR,279.08,bf66_sample_3
-31.59462975,117.4919238,0.762,5,11/12/2020 10:56,0.2,43Y23 RR,275.25,bf66_sample_3
-31.5927896,117.4919237,0.648,5,11/12/2020 10:58,359.8,43Y23 RR,270.92,bf66_sample_3
-31.59198281,117.4923032,0.751,5,11/12/2020 10:59,179.8,43Y23 RR,268.02,bf66_sample_3
-31.59396929,117.4923032,0.603,5,11/12/2020 11:01,180.0,43Y23 RR,273.34,bf66_sample_3
-31.59593428,117.4923028,0.52,5,11/12/2020 11:02,180.3,43Y23 RR,278.78,bf66_sample_3
-31.59797644,117.4923032,0.512,5,11/12/2020 11:03,180.0,43Y23 RR,277.9,bf66_sample_3
-31.60008274,117.4923032,0.485,5,11/12/2020 11:05,179.6,43Y23 RR,272.67,bf66_sample_3
-31.60229317,117.4923032,0.275,5,11/12/2020 11:06,180.0,43Y23 RR,268.03,bf66_sample_3
-31.60233683,117.4924298,0.386,5,11/12/2020 11:07,0.5,43Y23 RR,267.53,bf66_sample_3
-31.60015811,117.4924294,0.369,5,11/12/2020 11:09,359.9,43Y23 RR,272.23,bf66_sample_3
-31.59813347,117.4924298,0.484,5,11/12/2020 11:10,0.5,43Y23 RR,277.54,bf66_sample_3
-31.59607752,117.4924294,0.738,5,11/12/2020 11:11,360.0,43Y23 RR,279.04,bf66_sample_3
-31.59429224,117.4924296,0.609,5,11/12/2020 11:13,0.4,43Y23 RR,274.07,bf66_sample_3
-31.59240704,117.4924294,0.76,5,11/12/2020 11:14,0.1,43Y23 RR,269.45,bf66_sample_3
-31.59234499,117.4928088,0.534,5,11/12/2020 11:15,180.1,43Y23 RR,269.01,bf66_sample_3
-31.59432595,117.492809,0.641,5,11/12/2020 11:17,180.1,43Y23 RR,274.09,bf66_sample_3
-31.59616178,117.492809,0.415,5,11/12/2020 11:18,180.0,43Y23 RR,279.06,bf66_sample_3
-31.59819949,117.4928086,0.398,5,11/12/2020 11:19,180.3,43Y23 RR,277.42,bf66_sample_3
-31.60018416,117.4928088,0.392,5,11/12/2020 11:21,180.1,43Y23 RR,271.22,bf66_sample_3
-31.60229256,117.4928091,0.415,5,11/12/2020 11:22,179.6,43Y23 RR,266.37,bf66_sample_3
-31.60268595,117.492935,0.48,5,11/12/2020 11:24,359.9,43Y23 RR,266.23,bf66_sample_3
-31.60074362,117.4929356,0.197,5,11/12/2020 11:26,0.1,43Y23 RR,269.17,bf66_sample_3
-31.5987409,117.4929352,0.763,5,11/12/2020 11:27,0.0,43Y23 RR,275.52,bf66_sample_3
-31.59689178,117.4929352,0.55,5,11/12/2020 11:28,359.8,43Y23 RR,279.82,bf66_sample_3
-31.59501966,117.4929354,0.86,5,11/12/2020 11:29,360.0,43Y23 RR,276.67,bf66_sample_3
-31.59575166,117.4930617,0.789,5,11/12/2020 11:31,179.8,43Y23 RR,278.54,bf66_sample_3
-31.59761351,117.4930617,0.667,5,11/12/2020 11:32,180.2,43Y23 RR,278.9,bf66_sample_3
-31.59760968,117.4910389,0.534,5,11/12/2020 10:28,359.9,43Y23 RR,277.36,bf66_sample_3
-31.59550791,117.4910387,0.748,5,11/12/2020 10:29,360.0,43Y23 RR,277.47,bf66_sample_3
-31.59352024,117.4910384,0.653,5,11/12/2020 10:31,359.6,43Y23 RR,273.2,bf66_sample_3
-31.59162031,117.4911655,1.594,5,11/12/2020 10:32,178.8,43Y23 RR,267.44,bf66_sample_3
-31.59360067,117.4911652,0.45,5,11/12/2020 10:34,180.0,43Y23 RR,273.5,bf66_sample_3
-31.59558069,117.4911653,0.832,5,11/12/2020 10:35,179.9,43Y23 RR,277.58,bf66_sample_3
-31.59770482,117.4911652,0.403,5,11/12/2020 10:36,180.2,43Y23 RR,277.48,bf66_sample_3
-31.59985203,117.4911653,0.492,5,11/12/2020 10:38,179.9,43Y23 RR,273.59,bf66_sample_3
-31.60198633,117.4911648,0.39,5,11/12/2020 10:39,180.2,43Y23 RR,270.86,bf66_sample_3
-31.60160687,117.4915443,0.372,5,11/12/2020 10:41,359.7,43Y23 RR,270.41,bf66_sample_3
-31.59943855,117.4915445,0.387,5,11/12/2020 10:42,0.1,43Y23 RR,274.51,bf66_sample_3
-31.59726866,117.4915447,0.295,5,11/12/2020 10:44,0.1,43Y23 RR,278.44,bf66_sample_3
-31.59527076,117.4915445,1.209,5,11/12/2020 10:45,0.2,43Y23 RR,277.07,bf66_sample_3
-31.59341912,117.4915443,0.636,5,11/12/2020 10:46,0.0,43Y23 RR,273.21,bf66_sample_3
-31.59176433,117.4916713,0.634,5,11/12/2020 10:48,180.4,43Y23 RR,268.16,bf66_sample_3
-31.59378575,117.4916709,0.475,5,11/12/2020 10:49,180.0,43Y23 RR,273.89,bf66_sample_3
-31.59579517,117.4916709,0.702,5,11/12/2020 10:51,180.0,43Y23 RR,277.96,bf66_sample_3
-31.59788697,117.4916709,0.378,5,11/12/2020 10:52,179.9,43Y23 RR,277.66,bf66_sample_3
-31.59995682,117.4916709,0.631,5,11/12/2020 10:53,179.7,43Y23 RR,273.47,bf66_sample_3
-31.60208805,117.4916709,0.237,5,11/12/2020 10:55,179.9,43Y23 RR,269.58,bf66_sample_3
-31.60224445,117.4920503,0.236,5,11/12/2020 10:56,359.9,43Y23 RR,268.55,bf66_sample_3
-31.60006926,117.4920505,0.565,5,11/12/2020 10:57,359.9,43Y23 RR,272.97,bf66_sample_3
-31.59798425,117.4920505,0.566,5,11/12/2020 10:59,0.1,43Y23 RR,277.74,bf66_sample_3
